Date;Heure début;Heure fin;Centre de charge;Equipe;Code motif d'arrêt;Libellé motif;Durée (mn)
20/01/2026;13:48;14:28;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
20/01/2026;14:43;15:11;LA-01 Assemblage;Après-midi;CS-10;Changement de série;28
20/01/2026;15:40;15:53;LA-01 Assemblage;Après-midi;RG-20;Micro-arrêts, bourrage;13
20/01/2026;16:08;16:46;LA-01 Assemblage;Après-midi;MO-10;Absence non remplacée;38
20/01/2026;06:46;07:26;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
20/01/2026;08:04;09:01;LU-02 Usinage;Matin;PL-20;Maintenance préventive planifiée;57
20/01/2026;09:11;09:23;LU-02 Usinage;Matin;RG-20;Micro-arrêts, bourrage;12
20/01/2026;09:57;10:14;LU-02 Usinage;Matin;MO-10;Absence non remplacée;17
20/01/2026;10:37;10:50;LU-02 Usinage;Matin;LO-20;Saturation aval;13
20/01/2026;11:11;11:49;LU-02 Usinage;Matin;MA-30;Défaut automatisme;38
20/01/2026;12:15;12:29;LU-02 Usinage;Matin;RG-10;Réglage qualité en cours de série;14
20/01/2026;13:31;14:11;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
20/01/2026;14:49;15:14;LU-02 Usinage;Après-midi;AP-20;Composant non conforme;25
20/01/2026;15:35;15:46;LU-02 Usinage;Après-midi;LO-10;Attente cariste, évacuation en-cours;11
20/01/2026;21:49;22:29;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
20/01/2026;23:05;23:25;LU-02 Usinage;Nuit;MO-20;Accompagnement, formation au poste;20
20/01/2026;23:38;00:34;LU-02 Usinage;Nuit;MA-10;Panne mécanique;56
20/01/2026;01:05;01:26;LU-02 Usinage;Nuit;CS-10;Changement de série;21
20/01/2026;06:48;07:28;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
20/01/2026;08:04;09:02;LC-03 Conditionnement;Matin;PL-20;Maintenance préventive planifiée;58
20/01/2026;09:11;09:27;LC-03 Conditionnement;Matin;LO-10;Attente cariste, évacuation en-cours;16
20/01/2026;09:46;10:17;LC-03 Conditionnement;Matin;MA-20;Panne électrique ou capteur;31
20/01/2026;10:57;11:15;LC-03 Conditionnement;Matin;CS-20;Attente outillage;18
20/01/2026;11:41;12:00;LC-03 Conditionnement;Matin;AP-10;Rupture d'approvisionnement;19
21/01/2026;06:58;07:38;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
21/01/2026;08:02;08:15;LA-01 Assemblage;Matin;MO-20;Accompagnement, formation au poste;13
21/01/2026;08:52;09:35;LA-01 Assemblage;Matin;MA-10;Panne mécanique;43
21/01/2026;09:45;10:08;LA-01 Assemblage;Matin;CS-10;Changement de série;23
21/01/2026;13:46;14:26;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
21/01/2026;14:35;14:54;LA-01 Assemblage;Après-midi;LO-20;Saturation aval;19
21/01/2026;15:21;15:56;LA-01 Assemblage;Après-midi;MA-30;Défaut automatisme;35
21/01/2026;16:05;16:18;LA-01 Assemblage;Après-midi;RG-10;Réglage qualité en cours de série;13
21/01/2026;16:31;16:52;LA-01 Assemblage;Après-midi;AP-20;Composant non conforme;21
21/01/2026;06:51;07:31;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
21/01/2026;07:51;08:07;LU-02 Usinage;Matin;MA-30;Défaut automatisme;16
21/01/2026;08:16;08:33;LU-02 Usinage;Matin;RG-10;Réglage qualité en cours de série;17
21/01/2026;13:31;14:11;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
21/01/2026;14:49;15:07;LU-02 Usinage;Après-midi;CS-20;Attente outillage;18
21/01/2026;15:43;16:08;LU-02 Usinage;Après-midi;AP-10;Rupture d'approvisionnement;25
21/01/2026;16:45;17:01;LU-02 Usinage;Après-midi;MO-20;Accompagnement, formation au poste;16
21/01/2026;21:31;22:11;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
21/01/2026;22:32;22:45;LU-02 Usinage;Nuit;RG-20;Micro-arrêts, bourrage;13
21/01/2026;22:53;23:31;LU-02 Usinage;Nuit;MO-10;Absence non remplacée;38
21/01/2026;23:50;00:05;LU-02 Usinage;Nuit;LO-20;Saturation aval;15
21/01/2026;00:29;00:47;LU-02 Usinage;Nuit;MA-30;Défaut automatisme;18
21/01/2026;06:54;07:34;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
21/01/2026;07:51;08:12;LC-03 Conditionnement;Matin;AP-10;Rupture d'approvisionnement;21
21/01/2026;08:21;08:39;LC-03 Conditionnement;Matin;MO-20;Accompagnement, formation au poste;18
21/01/2026;08:54;09:24;LC-03 Conditionnement;Matin;MA-10;Panne mécanique;30
21/01/2026;10:00;10:39;LC-03 Conditionnement;Matin;CS-10;Changement de série;39
21/01/2026;10:55;11:01;LC-03 Conditionnement;Matin;RG-20;Micro-arrêts, bourrage;6
22/01/2026;06:38;07:18;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
22/01/2026;07:54;08:03;LA-01 Assemblage;Matin;RG-20;Micro-arrêts, bourrage;9
22/01/2026;08:41;09:18;LA-01 Assemblage;Matin;MO-10;Absence non remplacée;37
22/01/2026;09:36;09:56;LA-01 Assemblage;Matin;LO-20;Saturation aval;20
22/01/2026;10:20;10:56;LA-01 Assemblage;Matin;MA-30;Défaut automatisme;36
22/01/2026;13:52;14:32;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
22/01/2026;15:02;15:15;LA-01 Assemblage;Après-midi;AP-20;Composant non conforme;13
22/01/2026;15:51;16:14;LA-01 Assemblage;Après-midi;LO-10;Attente cariste, évacuation en-cours;23
22/01/2026;16:36;16:56;LA-01 Assemblage;Après-midi;MA-20;Panne électrique ou capteur;20
22/01/2026;17:12;17:25;LA-01 Assemblage;Après-midi;CS-20;Attente outillage;13
22/01/2026;17:56;18:24;LA-01 Assemblage;Après-midi;AP-10;Rupture d'approvisionnement;28
22/01/2026;06:39;07:19;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
22/01/2026;07:29;07:47;LU-02 Usinage;Matin;LO-10;Attente cariste, évacuation en-cours;18
22/01/2026;08:19;08:50;LU-02 Usinage;Matin;MA-20;Panne électrique ou capteur;31
22/01/2026;08:59;09:22;LU-02 Usinage;Matin;CS-20;Attente outillage;23
22/01/2026;13:36;14:16;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
22/01/2026;14:28;15:04;LU-02 Usinage;Après-midi;MA-10;Panne mécanique;36
22/01/2026;15:39;16:07;LU-02 Usinage;Après-midi;CS-10;Changement de série;28
22/01/2026;16:33;16:46;LU-02 Usinage;Après-midi;RG-20;Micro-arrêts, bourrage;13
22/01/2026;17:07;17:35;LU-02 Usinage;Après-midi;MO-10;Absence non remplacée;28
22/01/2026;21:45;22:25;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
22/01/2026;23:03;23:19;LU-02 Usinage;Nuit;MA-30;Défaut automatisme;16
22/01/2026;23:33;23:43;LU-02 Usinage;Nuit;RG-10;Réglage qualité en cours de série;10
22/01/2026;00:05;00:29;LU-02 Usinage;Nuit;AP-20;Composant non conforme;24
22/01/2026;01:06;01:15;LU-02 Usinage;Nuit;LO-10;Attente cariste, évacuation en-cours;9
22/01/2026;01:35;01:52;LU-02 Usinage;Nuit;MA-20;Panne électrique ou capteur;17
22/01/2026;06:49;07:29;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
22/01/2026;07:41;08:16;LC-03 Conditionnement;Matin;CS-10;Changement de série;35
22/01/2026;08:27;08:39;LC-03 Conditionnement;Matin;RG-20;Micro-arrêts, bourrage;12
23/01/2026;06:35;07:15;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
23/01/2026;07:45;08:30;LA-01 Assemblage;Matin;PL-30;Réunion, formation, audit;45
23/01/2026;09:10;09:37;LA-01 Assemblage;Matin;MA-30;Défaut automatisme;27
23/01/2026;09:52;10:02;LA-01 Assemblage;Matin;RG-10;Réglage qualité en cours de série;10
23/01/2026;10:33;10:58;LA-01 Assemblage;Matin;AP-20;Composant non conforme;25
23/01/2026;11:11;11:33;LA-01 Assemblage;Matin;LO-10;Attente cariste, évacuation en-cours;22
23/01/2026;11:49;12:19;LA-01 Assemblage;Matin;MA-20;Panne électrique ou capteur;30
23/01/2026;13:49;14:29;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
23/01/2026;15:01;15:24;LA-01 Assemblage;Après-midi;CS-20;Attente outillage;23
23/01/2026;15:59;16:25;LA-01 Assemblage;Après-midi;AP-10;Rupture d'approvisionnement;26
23/01/2026;06:35;07:15;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
23/01/2026;07:35;08:20;LU-02 Usinage;Matin;PL-30;Réunion, formation, audit;45
23/01/2026;08:36;08:50;LU-02 Usinage;Matin;AP-10;Rupture d'approvisionnement;14
23/01/2026;09:07;09:27;LU-02 Usinage;Matin;MO-20;Accompagnement, formation au poste;20
23/01/2026;10:03;10:27;LU-02 Usinage;Matin;MA-10;Panne mécanique;24
23/01/2026;11:01;11:27;LU-02 Usinage;Matin;CS-10;Changement de série;26
23/01/2026;13:49;14:29;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
23/01/2026;14:49;15:15;LU-02 Usinage;Après-midi;MO-10;Absence non remplacée;26
23/01/2026;15:40;15:47;LU-02 Usinage;Après-midi;LO-20;Saturation aval;7
23/01/2026;16:09;16:31;LU-02 Usinage;Après-midi;MA-30;Défaut automatisme;22
23/01/2026;16:54;17:06;LU-02 Usinage;Après-midi;RG-10;Réglage qualité en cours de série;12
23/01/2026;17:26;17:42;LU-02 Usinage;Après-midi;AP-20;Composant non conforme;16
23/01/2026;21:49;22:29;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
23/01/2026;22:40;22:52;LU-02 Usinage;Nuit;LO-10;Attente cariste, évacuation en-cours;12
23/01/2026;23:27;23:48;LU-02 Usinage;Nuit;MA-20;Panne électrique ou capteur;21
23/01/2026;06:41;07:21;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
23/01/2026;07:59;08:44;LC-03 Conditionnement;Matin;PL-30;Réunion, formation, audit;45
23/01/2026;09:17;09:24;LC-03 Conditionnement;Matin;LO-20;Saturation aval;7
23/01/2026;09:50;10:10;LC-03 Conditionnement;Matin;MA-30;Défaut automatisme;20
23/01/2026;10:46;11:00;LC-03 Conditionnement;Matin;RG-10;Réglage qualité en cours de série;14
26/01/2026;06:33;07:13;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
26/01/2026;07:42;08:05;LA-01 Assemblage;Matin;LO-10;Attente cariste, évacuation en-cours;23
26/01/2026;08:35;08:54;LA-01 Assemblage;Matin;MA-20;Panne électrique ou capteur;19
26/01/2026;13:34;14:14;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
26/01/2026;14:52;15:35;LA-01 Assemblage;Après-midi;MA-10;Panne mécanique;43
26/01/2026;16:12;16:33;LA-01 Assemblage;Après-midi;CS-10;Changement de série;21
26/01/2026;17:02;17:13;LA-01 Assemblage;Après-midi;RG-20;Micro-arrêts, bourrage;11
26/01/2026;06:57;07:37;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
26/01/2026;07:59;08:22;LU-02 Usinage;Matin;CS-10;Changement de série;23
26/01/2026;08:47;08:59;LU-02 Usinage;Matin;RG-20;Micro-arrêts, bourrage;12
26/01/2026;09:09;09:31;LU-02 Usinage;Matin;MO-10;Absence non remplacée;22
26/01/2026;10:05;10:14;LU-02 Usinage;Matin;LO-20;Saturation aval;9
26/01/2026;10:47;11:17;LU-02 Usinage;Matin;MA-30;Défaut automatisme;30
26/01/2026;13:28;14:08;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
26/01/2026;14:35;14:52;LU-02 Usinage;Après-midi;RG-10;Réglage qualité en cours de série;17
26/01/2026;15:31;15:55;LU-02 Usinage;Après-midi;AP-20;Composant non conforme;24
26/01/2026;21:51;22:31;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
26/01/2026;23:07;23:36;LU-02 Usinage;Nuit;AP-10;Rupture d'approvisionnement;29
26/01/2026;23:46;00:04;LU-02 Usinage;Nuit;MO-20;Accompagnement, formation au poste;18
26/01/2026;00:37;01:13;LU-02 Usinage;Nuit;MA-10;Panne mécanique;36
26/01/2026;06:56;07:36;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
26/01/2026;08:06;08:31;LC-03 Conditionnement;Matin;AP-20;Composant non conforme;25
26/01/2026;08:40;08:53;LC-03 Conditionnement;Matin;LO-10;Attente cariste, évacuation en-cours;13
26/01/2026;09:32;09:58;LC-03 Conditionnement;Matin;MA-20;Panne électrique ou capteur;26
26/01/2026;10:28;10:47;LC-03 Conditionnement;Matin;CS-20;Attente outillage;19
27/01/2026;06:40;07:20;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
27/01/2026;07:28;07:52;LA-01 Assemblage;Matin;AP-10;Rupture d'approvisionnement;24
27/01/2026;08:26;08:37;LA-01 Assemblage;Matin;MO-20;Accompagnement, formation au poste;11
27/01/2026;08:52;09:39;LA-01 Assemblage;Matin;MA-10;Panne mécanique;47
27/01/2026;13:54;14:34;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
27/01/2026;15:05;15:41;LA-01 Assemblage;Après-midi;MO-10;Absence non remplacée;36
27/01/2026;15:58;16:12;LA-01 Assemblage;Après-midi;LO-20;Saturation aval;14
27/01/2026;16:50;17:21;LA-01 Assemblage;Après-midi;MA-30;Défaut automatisme;31
27/01/2026;17:59;18:06;LA-01 Assemblage;Après-midi;RG-10;Réglage qualité en cours de série;7
27/01/2026;06:52;07:32;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
27/01/2026;08:11;08:28;LU-02 Usinage;Matin;LO-20;Saturation aval;17
27/01/2026;08:43;09:12;LU-02 Usinage;Matin;MA-30;Défaut automatisme;29
27/01/2026;13:36;14:16;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
27/01/2026;14:38;15:24;LU-02 Usinage;Après-midi;MA-20;Panne électrique ou capteur;46
27/01/2026;15:33;15:50;LU-02 Usinage;Après-midi;CS-20;Attente outillage;17
27/01/2026;16:25;16:47;LU-02 Usinage;Après-midi;AP-10;Rupture d'approvisionnement;22
27/01/2026;21:45;22:25;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
27/01/2026;22:47;23:23;LU-02 Usinage;Nuit;CS-10;Changement de série;36
27/01/2026;23:57;00:05;LU-02 Usinage;Nuit;RG-20;Micro-arrêts, bourrage;8
27/01/2026;00:25;00:43;LU-02 Usinage;Nuit;MO-10;Absence non remplacée;18
27/01/2026;01:20;01:36;LU-02 Usinage;Nuit;LO-20;Saturation aval;16
27/01/2026;06:55;07:35;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
27/01/2026;08:12;08:24;LC-03 Conditionnement;Matin;CS-20;Attente outillage;12
27/01/2026;08:45;09:02;LC-03 Conditionnement;Matin;AP-10;Rupture d'approvisionnement;17
27/01/2026;09:13;09:34;LC-03 Conditionnement;Matin;MO-20;Accompagnement, formation au poste;21
27/01/2026;10:14;11:06;LC-03 Conditionnement;Matin;MA-10;Panne mécanique;52
27/01/2026;11:44;12:16;LC-03 Conditionnement;Matin;CS-10;Changement de série;32
28/01/2026;06:58;07:38;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
28/01/2026;07:49;09:02;LA-01 Assemblage;Matin;PL-20;Maintenance préventive planifiée;73
28/01/2026;09:33;10:14;LA-01 Assemblage;Matin;CS-10;Changement de série;41
28/01/2026;10:46;10:57;LA-01 Assemblage;Matin;RG-20;Micro-arrêts, bourrage;11
28/01/2026;11:34;12:10;LA-01 Assemblage;Matin;MO-10;Absence non remplacée;36
28/01/2026;12:20;12:39;LA-01 Assemblage;Matin;LO-20;Saturation aval;19
28/01/2026;13:35;14:15;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
28/01/2026;14:54;15:09;LA-01 Assemblage;Après-midi;RG-10;Réglage qualité en cours de série;15
28/01/2026;15:27;15:54;LA-01 Assemblage;Après-midi;AP-20;Composant non conforme;27
28/01/2026;16:25;16:34;LA-01 Assemblage;Après-midi;LO-10;Attente cariste, évacuation en-cours;9
28/01/2026;16:52;17:24;LA-01 Assemblage;Après-midi;MA-20;Panne électrique ou capteur;32
28/01/2026;17:56;18:14;LA-01 Assemblage;Après-midi;CS-20;Attente outillage;18
28/01/2026;06:51;07:31;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
28/01/2026;08:10;09:24;LU-02 Usinage;Matin;PL-20;Maintenance préventive planifiée;74
28/01/2026;09:57;10:20;LU-02 Usinage;Matin;AP-20;Composant non conforme;23
28/01/2026;10:33;10:49;LU-02 Usinage;Matin;LO-10;Attente cariste, évacuation en-cours;16
28/01/2026;11:15;11:53;LU-02 Usinage;Matin;MA-20;Panne électrique ou capteur;38
28/01/2026;13:39;14:19;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
28/01/2026;14:29;14:54;LU-02 Usinage;Après-midi;MO-20;Accompagnement, formation au poste;25
28/01/2026;15:12;16:02;LU-02 Usinage;Après-midi;MA-10;Panne mécanique;50
28/01/2026;16:18;16:55;LU-02 Usinage;Après-midi;CS-10;Changement de série;37
28/01/2026;17:12;17:22;LU-02 Usinage;Après-midi;RG-20;Micro-arrêts, bourrage;10
28/01/2026;21:39;22:19;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
28/01/2026;22:33;22:45;LU-02 Usinage;Nuit;LO-20;Saturation aval;12
28/01/2026;22:59;23:31;LU-02 Usinage;Nuit;MA-30;Défaut automatisme;32
28/01/2026;00:02;00:14;LU-02 Usinage;Nuit;RG-10;Réglage qualité en cours de série;12
28/01/2026;00:48;01:05;LU-02 Usinage;Nuit;AP-20;Composant non conforme;17
28/01/2026;01:18;01:37;LU-02 Usinage;Nuit;LO-10;Attente cariste, évacuation en-cours;19
28/01/2026;06:43;07:23;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
28/01/2026;08:02;09:17;LC-03 Conditionnement;Matin;PL-20;Maintenance préventive planifiée;75
28/01/2026;09:53;10:43;LC-03 Conditionnement;Matin;MA-10;Panne mécanique;50
28/01/2026;10:53;11:30;LC-03 Conditionnement;Matin;CS-10;Changement de série;37
29/01/2026;06:57;07:37;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
29/01/2026;08:05;08:21;LA-01 Assemblage;Matin;LO-20;Saturation aval;16
29/01/2026;08:40;08:55;LA-01 Assemblage;Matin;MA-30;Défaut automatisme;15
29/01/2026;09:32;09:38;LA-01 Assemblage;Matin;RG-10;Réglage qualité en cours de série;6
29/01/2026;10:09;10:36;LA-01 Assemblage;Matin;AP-20;Composant non conforme;27
29/01/2026;11:00;11:14;LA-01 Assemblage;Matin;LO-10;Attente cariste, évacuation en-cours;14
29/01/2026;13:31;14:11;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
29/01/2026;14:36;15:08;LA-01 Assemblage;Après-midi;MA-20;Panne électrique ou capteur;32
29/01/2026;15:20;15:33;LA-01 Assemblage;Après-midi;CS-20;Attente outillage;13
29/01/2026;06:43;07:23;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
29/01/2026;07:34;07:55;LU-02 Usinage;Matin;CS-20;Attente outillage;21
29/01/2026;08:25;08:49;LU-02 Usinage;Matin;AP-10;Rupture d'approvisionnement;24
29/01/2026;09:05;09:30;LU-02 Usinage;Matin;MO-20;Accompagnement, formation au poste;25
29/01/2026;09:51;10:32;LU-02 Usinage;Matin;MA-10;Panne mécanique;41
29/01/2026;13:46;14:26;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
29/01/2026;14:53;15:05;LU-02 Usinage;Après-midi;RG-20;Micro-arrêts, bourrage;12
29/01/2026;15:32;15:54;LU-02 Usinage;Après-midi;MO-10;Absence non remplacée;22
29/01/2026;16:31;16:43;LU-02 Usinage;Après-midi;LO-20;Saturation aval;12
29/01/2026;17:13;17:34;LU-02 Usinage;Après-midi;MA-30;Défaut automatisme;21
29/01/2026;17:50;17:58;LU-02 Usinage;Après-midi;RG-10;Réglage qualité en cours de série;8
29/01/2026;21:29;22:09;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
29/01/2026;22:17;22:42;LU-02 Usinage;Nuit;AP-20;Composant non conforme;25
29/01/2026;23:17;23:26;LU-02 Usinage;Nuit;LO-10;Attente cariste, évacuation en-cours;9
29/01/2026;06:49;07:29;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
29/01/2026;07:52;08:15;LC-03 Conditionnement;Matin;MO-10;Absence non remplacée;23
29/01/2026;08:43;08:57;LC-03 Conditionnement;Matin;LO-20;Saturation aval;14
29/01/2026;09:06;09:27;LC-03 Conditionnement;Matin;MA-30;Défaut automatisme;21
30/01/2026;06:38;07:18;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
30/01/2026;07:34;07:47;LA-01 Assemblage;Matin;AP-20;Composant non conforme;13
30/01/2026;08:01;08:24;LA-01 Assemblage;Matin;LO-10;Attente cariste, évacuation en-cours;23
30/01/2026;13:47;14:27;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
30/01/2026;15:02;15:25;LA-01 Assemblage;Après-midi;MO-20;Accompagnement, formation au poste;23
30/01/2026;15:37;15:58;LA-01 Assemblage;Après-midi;MA-10;Panne mécanique;21
30/01/2026;16:12;16:36;LA-01 Assemblage;Après-midi;CS-10;Changement de série;24
30/01/2026;06:34;07:14;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
30/01/2026;07:53;08:29;LU-02 Usinage;Matin;MA-10;Panne mécanique;36
30/01/2026;08:48;09:07;LU-02 Usinage;Matin;CS-10;Changement de série;19
30/01/2026;09:38;09:51;LU-02 Usinage;Matin;RG-20;Micro-arrêts, bourrage;13
30/01/2026;10:01;10:32;LU-02 Usinage;Matin;MO-10;Absence non remplacée;31
30/01/2026;11:06;11:19;LU-02 Usinage;Matin;LO-20;Saturation aval;13
30/01/2026;13:32;14:12;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
30/01/2026;14:43;15:15;LU-02 Usinage;Après-midi;MA-30;Défaut automatisme;32
30/01/2026;15:28;15:43;LU-02 Usinage;Après-midi;RG-10;Réglage qualité en cours de série;15
30/01/2026;21:50;22:30;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
30/01/2026;23:07;23:21;LU-02 Usinage;Nuit;CS-20;Attente outillage;14
30/01/2026;23:34;23:56;LU-02 Usinage;Nuit;AP-10;Rupture d'approvisionnement;22
30/01/2026;00:20;00:38;LU-02 Usinage;Nuit;MO-20;Accompagnement, formation au poste;18
30/01/2026;06:56;07:36;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
30/01/2026;08:02;08:13;LC-03 Conditionnement;Matin;RG-10;Réglage qualité en cours de série;11
30/01/2026;08:50;09:18;LC-03 Conditionnement;Matin;AP-20;Composant non conforme;28
30/01/2026;09:57;10:10;LC-03 Conditionnement;Matin;LO-10;Attente cariste, évacuation en-cours;13
